individualCount,year,stateProvince,decimalLatitude,decimalLongitude,scientificName,vernacularName
1,2023,Victoria,-36.69104,144.96551,Wallabia bicolor,Swamp Wallaby
2,2003,Victoria,-38.34421,144.96614,Wallabia bicolor,Swamp Wallaby
1,,Victoria,-37.816667,144.966667,Wallabia bicolor bicolor,Swamp Wallaby
1,2023,Victoria,-36.69964,144.96693,Wallabia bicolor,Swamp Wallaby
3,2009,Victoria,-37.18444,144.9675,Wallabia bicolor,Swamp Wallaby
3,2012,Victoria,-36.70943,144.96753,Wallabia bicolor,Swamp Wallaby
1,2010,Victoria,-37.6383,144.96778,Wallabia bicolor,Swamp Wallaby
5,2009,Victoria,-37.6383,144.96778,Wallabia bicolor,Swamp Wallaby
1,2016,Victoria,-37.6383,144.9678,Wallabia bicolor,Swamp Wallaby
1,2011,Victoria,-37.6383,144.9678,Wallabia bicolor,Swamp Wallaby
1,2019,Victoria,-37.6383,144.9678,Wallabia bicolor,Swamp Wallaby
1,2019,Victoria,-37.6383,144.9678,Wallabia bicolor,Swamp Wallaby
2,2018,Victoria,-37.6383,144.9678,Wallabia bicolor,Swamp Wallaby
2,2013,Victoria,-37.6383,144.9678,Wallabia bicolor,Swamp Wallaby
2,2011,Victoria,-37.6383,144.9678,Wallabia bicolor,Swamp Wallaby
3,2015,Victoria,-37.6383,144.9678,Wallabia bicolor,Swamp Wallaby
3,2016,Victoria,-37.6383,144.9678,Wallabia bicolor,Swamp Wallaby
3,2018,Victoria,-37.6383,144.9678,Wallabia bicolor,Swamp Wallaby
3,2021,Victoria,-37.6383,144.9678,Wallabia bicolor,Swamp Wallaby
4,2014,Victoria,-37.6383,144.9678,Wallabia bicolor,Swamp Wallaby
5,2020,Victoria,-37.6383,144.9678,Wallabia bicolor,Swamp Wallaby
5,2017,Victoria,-37.6383,144.9678,Wallabia bicolor,Swamp Wallaby
6,2012,Victoria,-37.6383,144.9678,Wallabia bicolor,Swamp Wallaby
6,2017,Victoria,-37.6383,144.9678,Wallabia bicolor,Swamp Wallaby
14,2012,Victoria,-37.6383,144.9678,Wallabia bicolor,Swamp Wallaby
1,2010,Victoria,-36.7081,144.96813,Wallabia bicolor,Swamp Wallaby
1,2023,Victoria,-36.69349,144.96813,Wallabia bicolor,Swamp Wallaby
1,1991,Victoria,-38.3551,144.97042,Wallabia bicolor,Swamp Wallaby
1,1991,Victoria,-38.3551,144.97042,Wallabia bicolor,Swamp Wallaby
1,1991,Victoria,-38.3551,144.97042,Wallabia bicolor,Swamp Wallaby
1,2003,Victoria,-38.3479,144.97062,Wallabia bicolor,Swamp Wallaby
10,1995,Victoria,-36.76993,144.97378,Wallabia bicolor,Swamp Wallaby
2,2005,Victoria,-37.64768,144.97467,Wallabia bicolor,Swamp Wallaby
1,2022,Victoria,-37.65523,144.97528,Wallabia bicolor,Swamp Wallaby
2,2022,Victoria,-37.65523,144.97528,Wallabia bicolor,Swamp Wallaby
2,2022,Victoria,-37.65523,144.97528,Wallabia bicolor,Swamp Wallaby
1,1998,Victoria,-36.77177,144.97597,Wallabia bicolor,Swamp Wallaby
2,2022,Victoria,-37.65047,144.97615,Wallabia bicolor,Swamp Wallaby
2,2022,Victoria,-37.65047,144.97615,Wallabia bicolor,Swamp Wallaby
2,1985,Victoria,-37.30682,144.97631,Wallabia bicolor,Swamp Wallaby
1,1977,Victoria,-37.82349,144.97632,Wallabia bicolor,Swamp Wallaby
1,1997,Victoria,-36.74834,144.97659,Wallabia bicolor,Swamp Wallaby
2,1997,Victoria,-36.74834,144.97659,Wallabia bicolor,Swamp Wallaby
2,1997,Victoria,-36.74834,144.97659,Wallabia bicolor,Swamp Wallaby
1,2015,Victoria,-37.717911,144.978075,Wallabia bicolor,Swamp Wallaby
1,1997,Victoria,-36.80516,144.97845,Wallabia bicolor,Swamp Wallaby
1,1998,Victoria,-36.80516,144.97845,Wallabia bicolor,Swamp Wallaby
2,2005,Victoria,-37.67387,144.9788,Wallabia bicolor,Swamp Wallaby
2,2019,Victoria,-37.71216,144.97919,Wallabia bicolor,Swamp Wallaby
1,2002,Victoria,-36.75651,144.97973,Wallabia bicolor,Swamp Wallaby
1,2002,Victoria,-36.75651,144.97973,Wallabia bicolor,Swamp Wallaby
2,2002,Victoria,-36.75651,144.97973,Wallabia bicolor,Swamp Wallaby
1,1969,Victoria,-38.41024,144.98033,Wallabia bicolor,Swamp Wallaby
1,1993,Victoria,-37.7461,144.98036,Wallabia bicolor,Swamp Wallaby
1,2004,Victoria,-36.78718,144.98117,Wallabia bicolor,Swamp Wallaby
1,1998,Victoria,-36.76105,144.98185,Wallabia bicolor,Swamp Wallaby
1,1996,Victoria,-36.76105,144.98185,Wallabia bicolor,Swamp Wallaby
1,1999,Victoria,-36.76105,144.98185,Wallabia bicolor,Swamp Wallaby
1,1997,Victoria,-36.76105,144.98185,Wallabia bicolor,Swamp Wallaby
1,1997,Victoria,-36.76105,144.98185,Wallabia bicolor,Swamp Wallaby
1,2018,Victoria,-37.62045,144.9825,Wallabia bicolor,Swamp Wallaby
1,2007,Victoria,-36.7775,144.98472,Wallabia bicolor,Swamp Wallaby
1,2002,Victoria,-36.77372,144.98488,Wallabia bicolor,Swamp Wallaby
1,2002,Victoria,-36.77372,144.98488,Wallabia bicolor,Swamp Wallaby
1,2002,Victoria,-36.77372,144.98488,Wallabia bicolor,Swamp Wallaby
1,2002,Victoria,-36.77372,144.98488,Wallabia bicolor,Swamp Wallaby
1,1995,Victoria,-36.76203,144.98631,Wallabia bicolor,Swamp Wallaby
1,2005,Victoria,-38.4821,144.98731,Wallabia bicolor,Swamp Wallaby
1,1993,Victoria,-37.77326,144.98757,Wallabia bicolor,Swamp Wallaby
1,2003,Victoria,-38.34729,144.9878,Wallabia bicolor,Swamp Wallaby
1,2002,Victoria,-36.7774,144.98927,Wallabia bicolor,Swamp Wallaby
1,2002,Victoria,-36.7774,144.98927,Wallabia bicolor,Swamp Wallaby
2,2000,Victoria,-36.68278,144.99061,Wallabia bicolor,Swamp Wallaby
1,1997,Victoria,-36.79818,144.99209,Wallabia bicolor,Swamp Wallaby
2,1999,Victoria,-36.79016,144.99297,Wallabia bicolor,Swamp Wallaby
1,1976,Victoria,-36.77349,144.99297,Wallabia bicolor,Swamp Wallaby
2,1973,Victoria,-38.35683,144.993,Wallabia bicolor,Swamp Wallaby
1,2015,Victoria,-37.704586,144.993331,Wallabia bicolor,Swamp Wallaby
1,1989,Victoria,-37.5093,144.99355,Wallabia bicolor,Swamp Wallaby
1,1997,Victoria,-36.89015,144.99417,Wallabia bicolor,Swamp Wallaby
1,2000,Victoria,-36.67565,144.99528,Wallabia bicolor,Swamp Wallaby
1,1987,Victoria,-38.34833,144.99578,Wallabia bicolor,Swamp Wallaby
2,2006,Victoria,-36.7927,144.99656,Wallabia bicolor,Swamp Wallaby
2,1999,Victoria,-37.3922,144.99668,Wallabia bicolor,Swamp Wallaby
1,1989,Victoria,-37.51116,144.99689,Wallabia bicolor,Swamp Wallaby
1,2006,Victoria,-36.7911,144.99788,Wallabia bicolor,Swamp Wallaby
1,2007,Victoria,-36.7911,144.99788,Wallabia bicolor,Swamp Wallaby
5,2006,Victoria,-36.7911,144.99788,Wallabia bicolor,Swamp Wallaby
2,2006,Victoria,-36.79107,144.99788,Wallabia bicolor,Swamp Wallaby
5,2006,Victoria,-36.79107,144.99788,Wallabia bicolor,Swamp Wallaby
1,1989,Victoria,-37.50848,144.9981,Wallabia bicolor,Swamp Wallaby
2,2008,Victoria,-38.37047,144.99917,Wallabia bicolor,Swamp Wallaby
2,2009,Victoria,-38.37047,144.99917,Wallabia bicolor,Swamp Wallaby
2,1990,Victoria,-37.5085,144.99923,Wallabia bicolor,Swamp Wallaby
1,2004,Victoria,-38.337,144.99949,Wallabia bicolor,Swamp Wallaby
1,2007,Victoria,-38.37168,144.99956,Wallabia bicolor,Swamp Wallaby
1,2007,Victoria,-38.37168,144.99956,Wallabia bicolor,Swamp Wallaby
1,2007,Victoria,-38.37168,144.99956,Wallabia bicolor,Swamp Wallaby
1,2006,Victoria,-38.37168,144.99956,Wallabia bicolor,Swamp Wallaby
1,2006,Victoria,-38.37168,144.99956,Wallabia bicolor,Swamp Wallaby
1,2005,Victoria,-38.37168,144.99956,Wallabia bicolor,Swamp Wallaby
1,2008,Victoria,-38.37168,144.99956,Wallabia bicolor,Swamp Wallaby
1,2005,Victoria,-38.37168,144.99956,Wallabia bicolor,Swamp Wallaby
1,2008,Victoria,-38.37168,144.99956,Wallabia bicolor,Swamp Wallaby
2,2008,Victoria,-38.37168,144.99956,Wallabia bicolor,Swamp Wallaby
2,2007,Victoria,-38.37168,144.99956,Wallabia bicolor,Swamp Wallaby
2,2005,Victoria,-38.37168,144.99956,Wallabia bicolor,Swamp Wallaby
2,2008,Victoria,-38.37168,144.99956,Wallabia bicolor,Swamp Wallaby
4,2008,Victoria,-38.37168,144.99956,Wallabia bicolor,Swamp Wallaby
4,2006,Victoria,-38.37168,144.99956,Wallabia bicolor,Swamp Wallaby
4,2006,Victoria,-38.37168,144.99956,Wallabia bicolor,Swamp Wallaby
5,2006,Victoria,-38.37168,144.99956,Wallabia bicolor,Swamp Wallaby
6,2007,Victoria,-38.37168,144.99956,Wallabia bicolor,Swamp Wallaby
1,2009,Victoria,-38.37049,145.00031,Wallabia bicolor,Swamp Wallaby
1,2010,Victoria,-38.37049,145.00031,Wallabia bicolor,Swamp Wallaby
1,2010,Victoria,-38.37049,145.00031,Wallabia bicolor,Swamp Wallaby
2,2010,Victoria,-38.37049,145.00031,Wallabia bicolor,Swamp Wallaby
4,2010,Victoria,-38.37049,145.00031,Wallabia bicolor,Swamp Wallaby
1,2010,Victoria,-38.37083,145.00083,Wallabia bicolor,Swamp Wallaby
1,2011,Victoria,-38.37083,145.00083,Wallabia bicolor,Swamp Wallaby
2,2010,Victoria,-38.37083,145.00083,Wallabia bicolor,Swamp Wallaby
2,2010,Victoria,-38.37083,145.00083,Wallabia bicolor,Swamp Wallaby
2,2010,Victoria,-38.37083,145.00083,Wallabia bicolor,Swamp Wallaby
2,2010,Victoria,-38.37083,145.00083,Wallabia bicolor,Swamp Wallaby
2,2010,Victoria,-38.37083,145.00083,Wallabia bicolor,Swamp Wallaby
3,2011,Victoria,-38.37083,145.00083,Wallabia bicolor,Swamp Wallaby
6,2010,Victoria,-38.37083,145.00083,Wallabia bicolor,Swamp Wallaby
6,2011,Victoria,-38.37083,145.00083,Wallabia bicolor,Swamp Wallaby
6,2010,Victoria,-38.37083,145.00083,Wallabia bicolor,Swamp Wallaby
2,2009,Victoria,-38.37056,145.00083,Wallabia bicolor,Swamp Wallaby
4,2009,Victoria,-38.37056,145.00083,Wallabia bicolor,Swamp Wallaby
1,2006,Victoria,-38.37004,145.0009,Wallabia bicolor,Swamp Wallaby
1,2005,Victoria,-38.37004,145.0009,Wallabia bicolor,Swamp Wallaby
1,2006,Victoria,-38.37004,145.0009,Wallabia bicolor,Swamp Wallaby
1,2007,Victoria,-38.37004,145.0009,Wallabia bicolor,Swamp Wallaby
1,2006,Victoria,-38.37004,145.0009,Wallabia bicolor,Swamp Wallaby
1,2005,Victoria,-38.37004,145.0009,Wallabia bicolor,Swamp Wallaby
1,2005,Victoria,-38.37004,145.0009,Wallabia bicolor,Swamp Wallaby
1,2005,Victoria,-38.37004,145.0009,Wallabia bicolor,Swamp Wallaby
1,2006,Victoria,-38.37004,145.0009,Wallabia bicolor,Swamp Wallaby
2,2005,Victoria,-38.37004,145.0009,Wallabia bicolor,Swamp Wallaby
2,2008,Victoria,-38.37004,145.0009,Wallabia bicolor,Swamp Wallaby
2,2007,Victoria,-38.37004,145.0009,Wallabia bicolor,Swamp Wallaby
2,2006,Victoria,-38.37004,145.0009,Wallabia bicolor,Swamp Wallaby
2,2005,Victoria,-38.37004,145.0009,Wallabia bicolor,Swamp Wallaby
2,2008,Victoria,-38.37004,145.0009,Wallabia bicolor,Swamp Wallaby
3,2005,Victoria,-38.37004,145.0009,Wallabia bicolor,Swamp Wallaby
3,2008,Victoria,-38.37004,145.0009,Wallabia bicolor,Swamp Wallaby
3,2006,Victoria,-38.37004,145.0009,Wallabia bicolor,Swamp Wallaby
4,2007,Victoria,-38.37004,145.0009,Wallabia bicolor,Swamp Wallaby
4,2005,Victoria,-38.37004,145.0009,Wallabia bicolor,Swamp Wallaby
4,2005,Victoria,-38.37004,145.0009,Wallabia bicolor,Swamp Wallaby
4,2006,Victoria,-38.37004,145.0009,Wallabia bicolor,Swamp Wallaby
5,2005,Victoria,-38.37004,145.0009,Wallabia bicolor,Swamp Wallaby
5,2007,Victoria,-38.37004,145.0009,Wallabia bicolor,Swamp Wallaby
6,2008,Victoria,-38.37004,145.0009,Wallabia bicolor,Swamp Wallaby
10,2001,Victoria,-36.79022,145.00126,Wallabia bicolor,Swamp Wallaby
2,2006,Victoria,-38.2185,145.00133,Wallabia bicolor,Swamp Wallaby
3,2007,Victoria,-38.2185,145.00133,Wallabia bicolor,Swamp Wallaby
1,1997,Victoria,-36.89208,145.00197,Wallabia bicolor,Swamp Wallaby
2,1971,Victoria,-38.4196,145.00297,Wallabia bicolor,Swamp Wallaby
10,2007,Victoria,-36.78694,145.00361,Wallabia bicolor,Swamp Wallaby
1,2015,Victoria,-37.784,145.00381,Wallabia bicolor,Swamp Wallaby
1,2023,Victoria,-36.73403,145.00476,Wallabia bicolor,Swamp Wallaby
10,2007,Victoria,-36.78543,145.00491,Wallabia bicolor,Swamp Wallaby
1,2023,Victoria,-36.73644,145.00497,Wallabia bicolor,Swamp Wallaby
1,1993,Victoria,-37.20488,145.00502,Wallabia bicolor,Swamp Wallaby
5,2011,Victoria,-38.29603,145.00522,Wallabia bicolor,Swamp Wallaby
23,2011,Victoria,-38.29603,145.00522,Wallabia bicolor,Swamp Wallaby
1,1975,Victoria,-38.3026,145.00619,Wallabia bicolor,Swamp Wallaby
1,1975,Victoria,-38.3026,145.00619,Wallabia bicolor,Swamp Wallaby
2,1975,Victoria,-38.3026,145.00619,Wallabia bicolor,Swamp Wallaby
1,1998,Victoria,-36.89035,145.00651,Wallabia bicolor,Swamp Wallaby
1,2005,Victoria,-37.79612,145.00739,Wallabia bicolor,Swamp Wallaby
1,1988,Victoria,-37.41041,145.00749,Wallabia bicolor,Swamp Wallaby
2,2006,Victoria,-38.37806,145.00833,Wallabia bicolor,Swamp Wallaby
1,2020,Victoria,-37.796858,145.008663,Wallabia bicolor,Swamp Wallaby
5,2006,Victoria,-38.3735,145.00966,Wallabia bicolor,Swamp Wallaby
1,1989,Victoria,-38.38101,145.00976,Wallabia bicolor,Swamp Wallaby
1,2020,Victoria,-35.8631,145.00976,Wallabia bicolor,Swamp Wallaby
3,1989,Victoria,-38.3765,145.00988,Wallabia bicolor,Swamp Wallaby
1,2003,Victoria,-37.7998,145.01183,Wallabia bicolor,Swamp Wallaby
1,2006,Victoria,-37.78917,145.0175,Wallabia bicolor,Swamp Wallaby
1,1999,Victoria,-37.39258,145.01926,Wallabia bicolor,Swamp Wallaby
2,1987,Victoria,-38.39469,145.01969,Wallabia bicolor,Swamp Wallaby
1,1992,Victoria,-38.35056,145.02089,Wallabia bicolor,Swamp Wallaby
1,2003,Victoria,-36.97349,145.0263,Wallabia bicolor,Swamp Wallaby
1,2020,Victoria,-36.651906,145.026633,Wallabia bicolor,Swamp Wallaby
1,1996,Victoria,-36.61219,145.02711,Wallabia bicolor,Swamp Wallaby
1,1989,Victoria,-38.39483,145.0277,Wallabia bicolor,Swamp Wallaby
10,1994,Victoria,-36.73033,145.03081,Wallabia bicolor,Swamp Wallaby
1,1968,Victoria,-37.24863,145.03431,Wallabia bicolor,Swamp Wallaby
2,1991,Victoria,-36.73674,145.03736,Wallabia bicolor,Swamp Wallaby
1,1988,Victoria,-37.48482,145.03831,Wallabia bicolor,Swamp Wallaby
1,1996,Victoria,-36.62681,145.03904,Wallabia bicolor,Swamp Wallaby
2,2005,Victoria,-38.4379,145.04204,Wallabia bicolor,Swamp Wallaby
1,1958,Victoria,-37.75683,145.04298,Wallabia bicolor,Swamp Wallaby
4,1972,Victoria,-38.29016,145.04299,Wallabia bicolor,Swamp Wallaby
1,1934,Victoria,-38.49016,145.043,Wallabia bicolor,Swamp Wallaby
1,2017,Victoria,-38.268372,145.043816,Wallabia bicolor,Swamp Wallaby
1,2022,Victoria,-38.268662,145.044543,Wallabia bicolor,Swamp Wallaby
4,1975,Victoria,-36.79817,145.04588,Wallabia bicolor,Swamp Wallaby
5,2013,Victoria,-38.26639,145.04693,Wallabia bicolor,Swamp Wallaby
17,2013,Victoria,-38.26639,145.04693,Wallabia bicolor,Swamp Wallaby
10,2002,Victoria,-36.76936,145.04773,Wallabia bicolor,Swamp Wallaby
1,1997,Victoria,-36.61075,145.04951,Wallabia bicolor,Swamp Wallaby
6,1997,Victoria,-36.61075,145.04951,Wallabia bicolor,Swamp Wallaby
2,1989,Victoria,-36.65402,145.04953,Wallabia bicolor,Swamp Wallaby
1,1997,Victoria,-36.60895,145.04955,Wallabia bicolor,Swamp Wallaby
1,2021,Victoria,-37.50346,145.05032,Wallabia bicolor,Swamp Wallaby
1,2021,Victoria,-37.50346,145.05032,Wallabia bicolor,Swamp Wallaby
1,2004,Victoria,-36.828,145.05073,Wallabia bicolor,Swamp Wallaby
1,1988,Victoria,-37.47512,145.051,Wallabia bicolor,Swamp Wallaby
1,1988,Victoria,-37.46521,145.05126,Wallabia bicolor,Swamp Wallaby
1,2001,Victoria,-37.71575,145.05152,Wallabia bicolor,Swamp Wallaby
1,2001,Victoria,-37.71575,145.05152,Wallabia bicolor,Swamp Wallaby
1,2001,Victoria,-37.71575,145.05152,Wallabia bicolor,Swamp Wallaby
1,2001,Victoria,-37.71575,145.05152,Wallabia bicolor,Swamp Wallaby
1,2001,Victoria,-37.71575,145.05152,Wallabia bicolor,Swamp Wallaby
1,2001,Victoria,-37.71575,145.05152,Wallabia bicolor,Swamp Wallaby
1,2001,Victoria,-37.71575,145.05152,Wallabia bicolor,Swamp Wallaby
1,2001,Victoria,-37.71575,145.05152,Wallabia bicolor,Swamp Wallaby
1,2001,Victoria,-37.71575,145.05152,Wallabia bicolor,Swamp Wallaby
1,2001,Victoria,-37.71575,145.05152,Wallabia bicolor,Swamp Wallaby
1,2001,Victoria,-37.71575,145.05152,Wallabia bicolor,Swamp Wallaby
1,2001,Victoria,-37.71575,145.05152,Wallabia bicolor,Swamp Wallaby
1,2001,Victoria,-37.71575,145.05152,Wallabia bicolor,Swamp Wallaby
1,2001,Victoria,-37.71575,145.05152,Wallabia bicolor,Swamp Wallaby
1,2001,Victoria,-37.71575,145.05152,Wallabia bicolor,Swamp Wallaby
1,2001,Victoria,-37.71575,145.05152,Wallabia bicolor,Swamp Wallaby
2,2001,Victoria,-37.71575,145.05152,Wallabia bicolor,Swamp Wallaby
2,2001,Victoria,-37.71575,145.05152,Wallabia bicolor,Swamp Wallaby
1,2001,Victoria,-37.71395,145.05157,Wallabia bicolor,Swamp Wallaby
1,2001,Victoria,-37.71395,145.05157,Wallabia bicolor,Swamp Wallaby
2,2008,Victoria,-37.47139,145.05333,Wallabia bicolor,Swamp Wallaby
1,1995,Victoria,-38.42951,145.05425,Wallabia bicolor,Swamp Wallaby
1,1991,Victoria,-37.28504,145.05592,Wallabia bicolor,Swamp Wallaby
2,2003,Victoria,-37.00565,145.05632,Wallabia bicolor,Swamp Wallaby
1,2001,Victoria,-37.71404,145.05724,Wallabia bicolor,Swamp Wallaby
1,2001,Victoria,-37.71404,145.05724,Wallabia bicolor,Swamp Wallaby
1,1988,Victoria,-37.49957,145.05829,Wallabia bicolor,Swamp Wallaby
1,2001,Victoria,-37.71587,145.05832,Wallabia bicolor,Swamp Wallaby
1,2004,Victoria,-36.76864,145.05896,Wallabia bicolor,Swamp Wallaby
1,2018,Victoria,-37.781938,145.059933,Wallabia bicolor,Swamp Wallaby
1,2017,Victoria,-36.80856,145.06179,Wallabia bicolor,Swamp Wallaby
1,2021,Victoria,-37.61625,145.06222,Wallabia bicolor,Swamp Wallaby
1,2016,Victoria,-37.6123,145.06329,Wallabia bicolor,Swamp Wallaby
1,2008,Victoria,-37.77778,145.06417,Wallabia bicolor,Swamp Wallaby
2,2005,Victoria,-38.3158,145.06583,Wallabia bicolor,Swamp Wallaby
5,2004,Victoria,-38.3158,145.06583,Wallabia bicolor,Swamp Wallaby
5,2005,Victoria,-38.3158,145.06583,Wallabia bicolor,Swamp Wallaby
1,2017,Victoria,-38.52147,145.06613,Wallabia bicolor,Swamp Wallaby
2,1990,Victoria,-37.61867,145.06652,Wallabia bicolor,Swamp Wallaby
1,2005,Victoria,-36.78317,145.07413,Wallabia bicolor,Swamp Wallaby
1,2011,Victoria,-37.62201,145.0772,Wallabia bicolor,Swamp Wallaby
1,2010,Victoria,-37.62201,145.0772,Wallabia bicolor,Swamp Wallaby
1,2017,Victoria,-37.62156,145.07778,Wallabia bicolor,Swamp Wallaby
1,2014,Victoria,-37.62156,145.07778,Wallabia bicolor,Swamp Wallaby
1,2018,Victoria,-37.62156,145.07778,Wallabia bicolor,Swamp Wallaby
1,2021,Victoria,-37.62156,145.07778,Wallabia bicolor,Swamp Wallaby
2,1988,Victoria,-38.28394,145.07872,Wallabia bicolor,Swamp Wallaby
1,2020,Victoria,-37.61944,145.07917,Wallabia bicolor,Swamp Wallaby
1,2018,Victoria,-37.61944,145.07917,Wallabia bicolor,Swamp Wallaby
1,2020,Victoria,-37.61944,145.07917,Wallabia bicolor,Swamp Wallaby
1,2021,Victoria,-37.61944,145.07917,Wallabia bicolor,Swamp Wallaby
2,2017,Victoria,-37.61944,145.07917,Wallabia bicolor,Swamp Wallaby
2,2019,Victoria,-37.61944,145.07917,Wallabia bicolor,Swamp Wallaby
2,2000,Victoria,-36.65631,145.07968,Wallabia bicolor,Swamp Wallaby
1,1994,Victoria,-35.92888,145.0797,Wallabia bicolor,Swamp Wallaby
1,1976,Victoria,-37.65,145.08,Wallabia bicolor,Swamp Wallaby
1,1988,Victoria,-37.37557,145.08069,Wallabia bicolor,Swamp Wallaby
2,1988,Victoria,-38.28848,145.08089,Wallabia bicolor,Swamp Wallaby
4,2000,Victoria,-38.28487,145.08098,Wallabia bicolor,Swamp Wallaby
1,2008,Victoria,-37.6034,145.08124,Wallabia bicolor,Swamp Wallaby
2,2004,Victoria,-36.80416,145.0816,Wallabia bicolor,Swamp Wallaby
1,1989,Victoria,-37.40535,145.08332,Wallabia bicolor,Swamp Wallaby
1,1991,Victoria,-37.40535,145.08332,Wallabia bicolor,Swamp Wallaby
20,1989,Victoria,-37.66673,145.08455,Wallabia bicolor,Swamp Wallaby
2,1989,Victoria,-38.28587,145.08667,Wallabia bicolor,Swamp Wallaby
10,1992,Victoria,-37.66857,145.08677,Wallabia bicolor,Swamp Wallaby
1,2021,Victoria,-37.746829,145.08678,Wallabia bicolor,Swamp Wallaby
10,1987,Victoria,-37.6812,145.08758,Wallabia bicolor,Swamp Wallaby
1,2017,Victoria,-37.98676,145.08833,Wallabia bicolor,Swamp Wallaby
2,1987,Victoria,-37.68035,145.091,Wallabia bicolor,Swamp Wallaby
1,2018,Victoria,-37.67773,145.09136,Wallabia bicolor,Swamp Wallaby
4,2021,Victoria,-37.67773,145.09136,Wallabia bicolor,Swamp Wallaby
4,2019,Victoria,-37.67773,145.09136,Wallabia bicolor,Swamp Wallaby
7,2017,Victoria,-37.67773,145.09136,Wallabia bicolor,Swamp Wallaby
1,2020,Victoria,-37.74956,145.09138,Wallabia bicolor,Swamp Wallaby
1,2010,Victoria,-37.75,145.09139,Wallabia bicolor,Swamp Wallaby
1,1998,Victoria,-37.75517,145.09248,Wallabia bicolor,Swamp Wallaby
1,1976,Victoria,-36.64015,145.09296,Wallabia bicolor,Swamp Wallaby
1,2002,Victoria,-37.67349,145.09298,Wallabia bicolor,Swamp Wallaby
1,2000,Victoria,-37.67349,145.09298,Wallabia bicolor,Swamp Wallaby
1,1992,Victoria,-37.66687,145.09361,Wallabia bicolor,Swamp Wallaby
1,1990,Victoria,-37.02432,145.09631,Wallabia bicolor,Swamp Wallaby
1,2017,Victoria,-36.73097,145.09789,Wallabia bicolor,Swamp Wallaby
1,1987,Victoria,-37.04057,145.09815,Wallabia bicolor,Swamp Wallaby
2,2007,Victoria,-38.4017,145.09837,Wallabia bicolor,Swamp Wallaby
1,1960,Victoria,-37.57,145.1,Wallabia bicolor,Swamp Wallaby
4,1970,Victoria,-38.20499,145.10021,Wallabia bicolor,Swamp Wallaby
1,1991,Victoria,-37.06948,145.10193,Wallabia bicolor,Swamp Wallaby
13,1999,Victoria,-38.34019,145.10241,Wallabia bicolor,Swamp Wallaby
1,1991,Victoria,-37.65531,145.10298,Wallabia bicolor,Swamp Wallaby
2,1987,Victoria,-37.62828,145.10366,Wallabia bicolor,Swamp Wallaby
1,,Victoria,-37.733483,145.104401,Wallabia bicolor,Swamp Wallaby
1,2020,Victoria,-35.87259,145.10485,Wallabia bicolor,Swamp Wallaby
1,2002,Victoria,-38.16813,145.10574,Wallabia bicolor,Swamp Wallaby
4,2017,Victoria,-37.6545,145.1066,Wallabia bicolor,Swamp Wallaby
5,2018,Victoria,-37.6545,145.1066,Wallabia bicolor,Swamp Wallaby
6,2019,Victoria,-37.6545,145.1066,Wallabia bicolor,Swamp Wallaby
1,1971,Victoria,-38.38532,145.10695,Wallabia bicolor,Swamp Wallaby
1,1998,Victoria,-36.673,145.10836,Wallabia bicolor,Swamp Wallaby
1,2015,Victoria,-37.726384,145.109142,Wallabia bicolor,Swamp Wallaby
1,2015,Victoria,-37.702828,145.109263,Wallabia bicolor,Swamp Wallaby
1,2004,Victoria,-37.62838,145.10933,Wallabia bicolor,Swamp Wallaby
1,2000,Victoria,-36.67349,145.10963,Wallabia bicolor,Swamp Wallaby
15,2019,Victoria,-37.37718,145.1105,Wallabia bicolor,Swamp Wallaby
2,1983,Victoria,-38.20335,145.11054,Wallabia bicolor,Swamp Wallaby
1,2022,Victoria,-37.43482,145.1116,Wallabia bicolor,Swamp Wallaby
1,1998,Victoria,-36.62348,145.11181,Wallabia bicolor,Swamp Wallaby
1,1997,Victoria,-36.62348,145.11181,Wallabia bicolor,Swamp Wallaby
1,2007,Victoria,-37.67956,145.11186,Wallabia bicolor,Swamp Wallaby
1,2022,Victoria,-37.43315,145.11214,Wallabia bicolor,Swamp Wallaby
1,1988,Victoria,-37.63023,145.11268,Wallabia bicolor,Swamp Wallaby
2,1991,Victoria,-37.41217,145.11478,Wallabia bicolor,Swamp Wallaby
1,2013,Victoria,-37.631,145.11481,Wallabia bicolor,Swamp Wallaby
2,1987,Victoria,-37.62937,145.11497,Wallabia bicolor,Swamp Wallaby
2,1987,Victoria,-37.62937,145.11497,Wallabia bicolor,Swamp Wallaby
1,1989,Victoria,-37.62847,145.11499,Wallabia bicolor,Swamp Wallaby
1,1988,Victoria,-37.62847,145.11499,Wallabia bicolor,Swamp Wallaby
3,1988,Victoria,-37.62847,145.11499,Wallabia bicolor,Swamp Wallaby
2,1997,Victoria,-37.62757,145.11501,Wallabia bicolor,Swamp Wallaby
1,2022,Victoria,-37.42662,145.11524,Wallabia bicolor,Swamp Wallaby
1,2022,Victoria,-37.4284,145.11538,Wallabia bicolor,Swamp Wallaby
3,2021,Victoria,-37.63192,145.11659,Wallabia bicolor,Swamp Wallaby
3,2017,Victoria,-37.63554,145.11677,Wallabia bicolor,Swamp Wallaby
1,1996,Victoria,-36.85971,145.11722,Wallabia bicolor,Swamp Wallaby
1,2020,Victoria,-37.42236,145.11757,Wallabia bicolor,Swamp Wallaby
2,1971,Victoria,-38.39451,145.11816,Wallabia bicolor,Swamp Wallaby
